ステータス,FC実施年月日,性別,年代,CEFR,在住国,識別用のラベル,流入経路,集客経路
No Show,2025-07-18,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
FC実施済み,2025-07-18,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
事前Cancel,2025-07-19,不明,不明,不明,不明,不明,不明,不明
失注,2025-07-19,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
失注,2025-07-19,女性,31〜35,A2,日本,a8_campaign_01ーaffiliatesーaffiliate,【アフィ】a8ネット(旧),検索
No Show,2025-07-19,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
No Show,2025-07-19,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
失注,2025-07-20,女性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
FC実施済み,2025-07-20,女性,31〜35,A2,日本,2ーgoogleーpmax,【広告】Google　×　Pmax　×　通常LP,peco
失注,2025-07-20,女性,18〜25,A2,日本,1ーInstagramーorganic,【※使用しない】公式Instagram＋Gリスティング＋コエテコ＋その他多数,peco
失注,2025-07-20,男性,46〜60,TOEIC,日本,120218334056330646ーmetaーdisplay,【広告】Meta　×　RTG,検索
入会,2025-07-20,女性,36〜45,B1,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
No Show,2025-07-20,不明,不明,不明,不明,shindan_lp_01ーx_adーdisplay,【広告】X　×　診断LP　×　旧LP（Forest Dali）,不明
入会,2025-07-21,女性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
FC実施済み,2025-07-21,女性,不明,A2,日本,hikaku01ーgoogleーcpc,【広告】Google　×　リスティング　×　比較LP,バイリンガール
FC実施済み,2025-07-21,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
FC実施済み,2025-07-21,女性,不明,B1,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",peco
入会,2025-07-21,男性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
FC実施済み,2025-07-21,男性,31〜35,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,比較サイト
FC実施済み,2025-07-21,男性,31〜35,A1,日本,a8_campaign_01ーaffiliatesーaffiliate,【アフィ】a8ネット(旧),バイリンガール
入会,2025-07-21,女性,31〜35,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2025-07-22,男性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,受講生紹介
FC実施済み,2025-07-22,男性,36〜45,B1,日本,kakakucom_campaign_01ーaffiliatesーaffiliate,【アフィ】価格コム,比較サイト
FC実施済み,2025-07-22,女性,18〜25,B1,日本,campaign_01ーgoogleーorganic,【広告】Google　×　リスティング　×　指名系（不明）,バイリンガール
事前Cancel,2025-07-22,不明,不明,不明,不明,shindan_lp_01ーx_adーdisplay,【広告】X　×　診断LP　×　旧LP（Forest Dali）,不明
FC実施済み,2025-07-22,男性,31〜35,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2025-07-22,女性,31〜35,A1,国外,不明,不明,peco
事前Cancel,2025-07-22,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2025-07-22,女性,31〜35,A1,日本,ーー,その他（パラメ不明）,バイリンガール
失注,2025-07-22,男性,36〜45,B1,日本,kakakucom_campaign_01ーaffiliatesーaffiliate,【アフィ】価格コム,比較サイト
失注,2025-07-23,女性,26〜30,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,比較サイト
FC実施済み,2025-07-23,女性,18〜25,B1,日本,shindan_lp_01ーx_adーdisplay,【広告】X　×　診断LP　×　旧LP（Forest Dali）,Instagram
入会,2025-07-23,女性,36〜45,A2,日本,hikaku01ーyahooーdisplay,【広告】Yahoo　×　ディスプレイ　×　比較LP,検索
失注,2025-07-23,女性,31〜35,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
FC実施済み,2025-07-23,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
入会後・失注,2025-07-24,男性,31〜35,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,比較サイト
事前Cancel,2025-07-25,不明,不明,不明,不明,2ーgoogleーpmax,【広告】Google　×　Pmax　×　通常LP,不明
入会,2025-07-25,男性,26〜30,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
FC実施済み,2025-07-25,女性,46〜60,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,Pivot
入会,2025-07-26,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2025-07-26,男性,46〜60,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,Pivot
入会,2025-07-26,男性,46〜60,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2025-07-26,男性,36〜45,A2,日本,ーー,その他（パラメ不明）,バイリンガール
事前Cancel,2025-07-26,不明,不明,不明,不明,120218334056330646ーmetaーdisplay,【広告】Meta　×　RTG,不明
FC実施済み,2025-07-26,女性,26〜30,A2,日本,2507ーcollaboーpeco,【※使用しない】chikaさん書籍：掘り起こし施策,バイリンガール
FC実施済み,2025-07-26,男性,31〜35,不明,日本,120218334056330646ーmetaーdisplay,【広告】Meta　×　RTG,検索
No Show,2025-07-26,不明,不明,不明,不明,2507ーcollaboーpeco,【※使用しない】chikaさん書籍：掘り起こし施策,不明
FC実施済み,2025-07-26,男性,31〜35,B1,日本,mitsukaru_campaign_01ーaffiliatesーaffiliate,【アフィ】ミツカル,検索
失注,2025-07-27,不明,不明,不明,不明,2505ーcollaboーpeco,【インフルエンサー】Peco・バイリンガールLP（2025年5月公開）,不明
No Show,2025-07-27,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
事前Cancel,2025-07-27,不明,不明,不明,不明,2507ーcollaboーpeco,【※使用しない】chikaさん書籍：掘り起こし施策,不明
事前Cancel,2025-07-27,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
事前Cancel,2025-07-27,不明,不明,不明,不明,3ーgoogleーpmax,【広告】Google　×　Pmax　×　新規LP,不明
FC実施済み,2025-07-28,女性,26〜30,A2,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",バイリンガール
入会,2025-07-28,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
事前Cancel,2025-07-28,不明,不明,不明,不明,2ーgoogleーpmax,【広告】Google　×　Pmax　×　通常LP,不明
No Show,2025-07-29,不明,不明,不明,不明,shindan_lp_01ーx_adーdisplay,【広告】X　×　診断LP　×　旧LP（Forest Dali）,不明
入会,2025-07-29,男性,31〜35,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,比較サイト
入会,2025-07-29,女性,46〜60,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
事前Cancel,2025-07-29,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
FC実施済み,2025-07-29,男性,36〜45,A2,日本,120218334056330646ーmetaーdisplay,【広告】Meta　×　RTG,Instagram
FC実施済み,2025-07-29,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
No Show,2025-07-30,不明,不明,不明,不明,2ーgoogleーpmax,【広告】Google　×　Pmax　×　通常LP,不明
No Show,2025-07-30,不明,不明,不明,不明,ーー,その他（パラメ不明）,不明
FC実施済み,2025-07-30,女性,31〜35,B1,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",バイリンガール
事前Cancel,2025-07-30,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
No Show,2025-07-31,不明,不明,不明,不明,a8_campaign_01ーaffiliatesーaffiliate,【アフィ】a8ネット(旧),不明
入会,2025-07-31,男性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,比較サイト
FC実施済み,2025-07-31,女性,26〜30,B1,国外,3ーgoogleーpmax,【広告】Google　×　Pmax　×　新規LP,peco
入会,2025-07-31,女性,36〜45,A1,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,Pivot
入会,2025-08-01,女性,31〜35,B1,日本,2ーgoogleーpmax,【広告】Google　×　Pmax　×　通常LP,Instagram
事前Cancel,2025-08-01,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
事前Cancel,2025-08-01,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会後・失注,2025-08-01,不明,不明,不明,不明,不明,不明,不明
入会,2025-08-01,女性,36〜45,A2,日本,不明,不明,peco
入会,2025-08-02,女性,31〜35,A2,日本,ーー,その他（パラメ不明）,peco
事前Cancel,2025-08-02,不明,不明,不明,不明,2505ーcollaboーpeco,【インフルエンサー】Peco・バイリンガールLP（2025年5月公開）,不明
入会,2025-08-02,女性,31〜35,B1,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2025-08-02,男性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2025-08-02,女性,36〜45,A1,日本,english_searchーaffiliatesーaffiliate,【アフィ】english_search,peco
FC実施済み,2025-08-02,女性,26〜30,A2,日本,2ーInstagramーorganic,【SNS】公式Instagram（2025年2/20~）,Instagram
入会後・失注,2025-08-02,女性,26〜30,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
FC実施済み,2025-08-02,女性,36〜45,A1,日本,ーー,その他（パラメ不明）,検索
FC実施済み,2025-08-02,男性,36〜45,A2,日本,不明,不明,検索
入会,2025-08-03,女性,36〜45,A2,日本,2505ーcollaboーpeco,【インフルエンサー】Peco・バイリンガールLP（2025年5月公開）,バイリンガール
入会,2025-08-03,不明,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
事前Cancel,2025-08-03,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2025-08-03,男性,46〜60,B1,日本,ーー,その他（パラメ不明）,検索
事前Cancel,2025-08-03,不明,不明,不明,不明,3ーgoogleーpmax,【広告】Google　×　Pmax　×　新規LP,不明
事前Cancel,2025-08-03,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2025-08-03,男性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
FC実施済み,2025-08-03,女性,31〜35,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2025-08-03,男性,46〜60,A2,日本,kakakucom_campaign_01ーaffiliatesーaffiliate,【アフィ】価格コム,検索
FC実施済み,2025-08-04,男性,61以上,A1,日本,a8_campaign_01ーaffiliatesーaffiliate,【アフィ】a8ネット(旧),検索
入会,2025-08-04,男性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,Pivot
事前Cancel,2025-08-04,不明,不明,不明,不明,kakakucom_campaign_01ーaffiliatesーaffiliate,【アフィ】価格コム,不明
FC実施済み,2025-08-04,男性,46〜60,B2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2025-08-05,男性,36〜45,A1,日本,3ーgoogleーpmax,【広告】Google　×　Pmax　×　新規LP,バイリンガール
入会,2025-08-05,男性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,受講生紹介
入会,2025-08-05,女性,26〜30,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
失注,2025-08-05,女性,不明,不明,日本,campaign_01ーgoogleーorganic,【広告】Google　×　リスティング　×　指名系（不明）,不明
入会,2025-08-05,男性,36〜45,B1,日本,不明,不明,比較サイト
入会,2025-08-05,女性,26〜30,A2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
FC実施済み,2025-08-05,男性,26〜30,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,A8
事前Cancel,2025-08-05,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
失注,2025-08-05,男性,36〜45,A2,日本,kakakucom_campaign_01ーaffiliatesーaffiliate,【アフィ】価格コム,検索
入会,2025-08-06,女性,不明,不明,日本,120218334056330646ーmetaーdisplay,【広告】Meta　×　RTG,不明
失注,2025-08-06,不明,26〜30,A2,日本,a8_campaign_01ーaffiliatesーaffiliate,【アフィ】a8ネット(旧),検索
FC実施済み,2025-08-06,女性,26〜30,B1,日本,kakakucom_campaign_01ーaffiliatesーaffiliate,【アフィ】価格コム,検索
FC実施済み,2025-08-06,男性,31〜35,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,受講生紹介
FC実施済み,2025-08-06,男性,31〜35,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
FC実施済み,2025-08-07,女性,46〜60,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2025-08-07,女性,26〜30,A2,日本,2ーInstagramーorganic,【SNS】公式Instagram（2025年2/20~）,peco
入会,2025-08-07,女性,36〜45,A2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
No Show,2025-08-08,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2025-08-08,女性,36〜45,A1,日本,2ーInstagramーorganic,【SNS】公式Instagram（2025年2/20~）,peco
入会,2025-08-08,男性,36〜45,A2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
